,residuos,residuos_especiales,agua,energia,conciencia,label
2595,0.0,0.5,0.0,0.5,0.0,2
2596,0.0,0.0,0.5,0.5,0.0,2
2597,1.0,1.0,0.0,0.0,0.0,2
2598,1.0,0.0,0.0,1.0,0.0,1
2599,1.0,0.0,0.0,1.0,1.0,1
2600,1.0,0.5,0.5,0.5,0.5,0
2601,1.0,0.5,0.0,0.5,1.0,1
2602,0.5,0.5,0.0,0.0,1.0,2
2603,1.0,0.5,0.5,1.0,0.5,1
2604,1.0,0.0,1.0,1.0,0.0,0
2605,1.0,0.0,1.0,1.0,0.0,0
2606,1.0,0.0,0.0,0.0,0.0,2
2607,1.0,0.5,0.0,1.0,1.0,1
2608,0.0,0.5,1.0,0.0,1.0,0
2609,0.5,0.5,1.0,1.0,1.0,0
2610,0.5,0.0,0.5,1.0,1.0,1
2611,1.0,0.5,0.0,1.0,0.0,1
2612,1.0,0.0,0.0,0.5,1.0,1
2613,1.0,0.5,0.0,0.5,1.0,1
2614,1.0,0.5,0.0,1.0,0.0,1
2615,1.0,0.0,1.0,0.0,0.0,0
2616,1.0,0.5,1.0,0.5,0.5,0
2617,1.0,0.0,1.0,0.0,1.0,0
2618,0.5,0.5,0.5,0.5,0.5,2
2619,1.0,0.5,0.5,0.5,1.0,0
2620,0.5,0.0,0.0,1.0,0.0,1
2621,1.0,0.5,0.0,0.5,1.0,1
2622,1.0,1.0,1.0,1.0,1.0,0
2623,1.0,1.0,1.0,0.5,1.0,0
2624,0.0,0.0,0.0,1.0,1.0,1
2625,0.0,0.0,0.0,1.0,1.0,1
2626,1.0,0.5,0.0,0.5,0.0,2
2627,1.0,0.5,0.0,1.0,0.0,1
2628,1.0,0.5,1.0,0.5,0.0,0
2629,0.5,0.5,0.5,0.5,0.0,2
2630,0.5,1.0,1.0,1.0,1.0,0
2631,1.0,0.5,0.5,1.0,1.0,1
2632,1.0,1.0,1.0,1.0,0.0,0
2633,1.0,1.0,0.0,1.0,1.0,1
2634,1.0,0.5,0.5,0.5,0.0,2
2635,1.0,0.5,1.0,0.5,1.0,0
2636,0.5,0.0,1.0,0.0,1.0,0
2637,0.0,1.0,0.0,0.0,0.0,2
2638,1.0,0.5,0.0,1.0,0.0,1
2639,0.5,0.5,0.5,1.0,0.0,1
2640,0.5,1.0,0.0,0.5,0.5,2
2641,1.0,0.0,1.0,0.5,0.0,0
2642,0.5,0.5,0.5,0.0,0.0,2
2643,1.0,0.0,1.0,0.0,0.0,0
2644,1.0,0.5,0.5,0.5,0.5,0
2645,1.0,0.0,1.0,1.0,0.0,0
2646,0.5,0.5,1.0,1.0,0.5,0
2647,1.0,0.0,0.5,1.0,1.0,1
2648,1.0,0.0,1.0,0.0,1.0,0
2649,1.0,0.5,0.0,0.0,0.0,2
2650,1.0,0.0,0.5,1.0,0.0,1
2651,1.0,0.0,0.0,1.0,0.0,1
2652,1.0,0.0,0.0,1.0,0.0,1
2653,0.0,0.0,0.5,0.5,1.0,1
2654,0.5,0.5,1.0,0.0,0.0,0
2655,0.5,0.0,0.5,0.5,1.0,1
2656,1.0,0.5,1.0,1.0,0.0,0
2657,0.5,0.5,0.5,1.0,1.0,1
2658,1.0,0.5,0.5,0.5,0.5,0
2659,1.0,0.5,0.5,0.0,0.5,2
2660,1.0,0.0,1.0,1.0,1.0,0
2661,1.0,0.0,0.5,0.0,1.0,2
2662,1.0,0.0,0.0,0.0,0.0,2
2663,1.0,0.0,0.0,1.0,0.0,1
2664,1.0,0.0,1.0,0.5,1.0,0
2665,0.5,0.5,0.5,0.5,0.5,2
2666,1.0,0.5,0.5,0.0,0.0,2
2667,1.0,1.0,0.0,1.0,0.5,1
2668,1.0,0.0,0.5,0.5,1.0,0
2669,1.0,0.5,1.0,0.5,0.0,0
2670,1.0,0.5,0.0,0.5,0.0,2
2671,1.0,0.5,0.5,1.0,0.5,1
2672,1.0,0.5,0.0,0.0,1.0,2
2673,1.0,0.5,0.5,1.0,0.5,1
2674,1.0,0.5,0.0,1.0,0.0,1
2675,1.0,0.5,0.0,1.0,1.0,1
2676,1.0,0.5,0.0,1.0,0.0,1
2677,1.0,0.5,0.0,0.5,0.0,2
2678,1.0,0.0,0.0,1.0,0.0,1
2679,1.0,0.5,0.0,0.5,0.5,2
2680,1.0,0.0,1.0,1.0,0.0,0
2681,1.0,1.0,0.0,1.0,0.0,1
2682,1.0,0.0,0.0,1.0,0.5,1
2683,1.0,0.5,0.0,0.0,0.5,2
2684,1.0,0.0,1.0,1.0,0.5,0
2685,1.0,0.0,0.0,0.5,0.5,1
2686,1.0,0.0,0.5,1.0,0.0,1
2687,1.0,0.5,1.0,0.5,0.0,0
2688,1.0,0.0,1.0,0.5,0.5,0
2689,1.0,0.0,0.5,0.5,1.0,0
2690,1.0,0.5,1.0,1.0,1.0,0
2691,1.0,0.0,0.5,0.5,0.0,2
2692,1.0,0.0,0.5,0.0,0.0,2
2693,1.0,0.5,0.0,1.0,0.0,1
2694,1.0,1.0,1.0,0.0,1.0,0
2695,0.5,0.5,1.0,1.0,0.5,0
2696,0.0,0.5,0.5,1.0,0.5,1
2697,1.0,1.0,1.0,0.5,0.5,0
2698,1.0,1.0,1.0,0.5,0.5,0
2699,0.5,0.5,1.0,0.0,1.0,0
2700,1.0,0.5,0.5,0.5,0.0,2
2701,1.0,1.0,0.0,0.5,1.0,1
2702,1.0,0.5,1.0,0.5,0.0,0
2703,1.0,0.5,1.0,0.5,0.5,0
2704,1.0,0.0,1.0,0.5,1.0,0
2705,1.0,1.0,1.0,0.5,0.5,0
2706,0.5,0.0,0.5,1.0,1.0,1
2707,0.5,0.5,0.5,0.0,0.0,2
2708,1.0,0.5,0.5,0.0,0.0,2
2709,0.0,0.0,1.0,0.5,1.0,0
2710,0.5,0.0,0.0,0.0,0.5,2
2711,0.0,1.0,0.0,0.0,1.0,2
2712,1.0,0.5,0.5,1.0,0.5,1
2713,0.5,0.0,0.5,0.0,1.0,2
2714,1.0,0.5,0.0,1.0,0.5,1
2715,0.5,0.5,0.0,0.0,0.5,2
2716,1.0,0.5,1.0,1.0,1.0,0
2717,1.0,0.5,1.0,0.5,1.0,0
2718,1.0,0.0,0.5,0.0,1.0,2
2719,1.0,0.0,1.0,1.0,1.0,0
2720,0.5,0.0,1.0,0.5,0.5,0
2721,1.0,0.5,1.0,1.0,1.0,0
2722,1.0,0.0,1.0,1.0,1.0,0
2723,1.0,0.0,1.0,1.0,1.0,0
2724,1.0,0.0,1.0,1.0,1.0,0
2725,1.0,0.5,0.0,0.5,1.0,1
2726,1.0,0.0,1.0,1.0,1.0,0
2727,1.0,0.5,1.0,1.0,1.0,0
2728,1.0,0.0,1.0,0.5,1.0,0
2729,1.0,0.0,1.0,1.0,1.0,0
2730,1.0,0.0,1.0,0.0,1.0,0
2731,1.0,0.5,1.0,1.0,1.0,0
2732,1.0,0.0,0.5,1.0,1.0,1
2733,1.0,0.5,1.0,1.0,1.0,0
2734,1.0,0.5,0.0,1.0,1.0,1
2735,1.0,0.0,0.0,1.0,1.0,1
2736,1.0,0.5,0.5,1.0,1.0,1
2737,1.0,0.5,0.0,0.0,1.0,2
2738,1.0,0.5,1.0,0.0,1.0,0
2739,0.0,0.0,1.0,0.0,1.0,0
2740,1.0,0.5,1.0,1.0,1.0,0
2741,0.5,0.0,1.0,1.0,1.0,0
2742,0.5,0.5,0.5,0.5,1.0,1
2743,1.0,0.0,1.0,0.0,0.5,0
2744,1.0,0.5,0.0,0.5,1.0,1
2745,1.0,0.5,1.0,0.0,1.0,0
2746,1.0,0.5,0.5,0.5,1.0,0
2747,1.0,0.0,0.5,1.0,1.0,1
2748,0.5,0.0,1.0,1.0,1.0,0
2749,1.0,0.5,0.0,1.0,0.5,1
2750,0.5,0.5,0.0,1.0,0.0,1
2751,0.0,0.5,1.0,0.0,1.0,0
2752,1.0,0.0,0.5,1.0,0.0,1
2753,1.0,1.0,0.5,0.5,0.0,2
2754,1.0,1.0,1.0,0.5,0.5,0
2755,1.0,1.0,1.0,1.0,1.0,0
2756,1.0,0.5,1.0,0.5,0.0,0
2757,0.0,0.5,0.0,1.0,0.0,1
2758,1.0,1.0,0.0,1.0,0.0,1
2759,1.0,0.5,0.5,0.5,1.0,0
2760,1.0,0.5,1.0,1.0,0.0,0
2761,1.0,0.5,1.0,0.5,0.0,0
2762,1.0,1.0,0.5,0.5,0.5,0
2763,1.0,0.0,0.5,1.0,0.0,1
2764,1.0,0.5,0.5,1.0,0.0,1
2765,1.0,0.5,0.5,1.0,1.0,1
2766,1.0,0.0,0.5,1.0,0.0,1
2767,1.0,0.5,1.0,1.0,0.0,0
2768,1.0,0.5,0.5,1.0,0.0,1
2769,1.0,0.5,0.0,1.0,0.0,1
2770,1.0,0.5,0.0,1.0,0.0,1
2771,1.0,0.5,0.0,0.5,0.0,2
2772,1.0,0.5,0.0,1.0,0.0,1
2773,1.0,0.0,0.0,1.0,0.5,1
2774,1.0,0.5,0.5,1.0,0.0,1
2775,1.0,0.5,1.0,1.0,0.0,0
2776,1.0,0.5,1.0,1.0,0.0,0
2777,1.0,0.5,0.0,0.5,0.5,2
2778,1.0,0.5,0.5,0.5,0.0,2
2779,1.0,0.5,0.0,1.0,0.0,1
2780,1.0,1.0,0.0,1.0,0.0,1
2781,1.0,0.5,0.0,1.0,0.0,1
2782,1.0,0.0,0.0,1.0,0.5,1
2783,1.0,0.0,0.5,1.0,1.0,1
2784,1.0,0.5,1.0,1.0,0.5,0
2785,1.0,0.0,0.5,1.0,0.5,1
2786,1.0,0.5,0.5,0.0,0.5,2
2787,1.0,0.0,0.5,1.0,0.0,1
2788,1.0,0.5,0.5,0.5,0.0,2
2789,0.5,0.0,0.5,0.0,0.5,2
2790,0.0,0.0,0.5,0.0,0.0,2
2791,1.0,0.0,0.5,1.0,0.5,1
2792,1.0,0.0,0.5,0.0,0.0,2
2793,1.0,0.5,0.0,0.5,0.5,2
2794,1.0,0.5,0.0,0.5,0.5,2
2795,1.0,0.5,0.0,0.5,0.5,2
2796,1.0,0.5,1.0,0.5,0.0,0
2797,1.0,1.0,1.0,1.0,1.0,0
2798,1.0,1.0,1.0,0.0,1.0,0
2799,1.0,1.0,0.0,0.5,0.0,2
2800,1.0,0.5,1.0,0.5,1.0,0
2801,1.0,1.0,0.0,0.5,0.5,2
2802,1.0,1.0,0.0,0.5,1.0,1
2803,1.0,0.5,1.0,1.0,1.0,0
2804,1.0,1.0,0.0,1.0,1.0,1
2805,1.0,0.5,1.0,1.0,0.5,0
2806,0.5,0.0,0.0,1.0,1.0,1
2807,1.0,0.5,1.0,1.0,1.0,0
2808,1.0,0.0,0.5,0.5,1.0,0
2809,1.0,0.0,0.5,0.0,1.0,2
2810,1.0,0.0,0.5,0.0,1.0,2
2811,0.5,0.0,0.5,0.5,1.0,1
2812,1.0,0.0,1.0,1.0,1.0,0
2813,1.0,0.0,0.5,0.5,1.0,0
2814,1.0,0.0,0.0,0.0,1.0,2
2815,1.0,0.0,0.5,0.5,1.0,0
2816,1.0,0.5,1.0,1.0,1.0,0
2817,0.5,0.5,0.0,1.0,0.0,1
2818,0.5,0.5,1.0,1.0,1.0,0
2819,1.0,0.5,0.5,1.0,0.0,1
2820,0.5,0.0,0.0,1.0,1.0,1
2821,1.0,0.5,1.0,1.0,0.5,0
2822,0.5,0.0,0.0,1.0,0.0,1
2823,1.0,0.5,0.0,0.5,0.5,2
2824,1.0,0.5,1.0,1.0,1.0,0
2825,0.5,0.0,0.0,1.0,1.0,1
2826,0.5,0.5,0.0,1.0,0.0,1
2827,0.5,0.0,0.0,1.0,0.0,1
2828,1.0,0.5,0.0,1.0,0.0,1
2829,0.5,0.0,0.0,1.0,0.0,1
2830,0.5,0.0,0.0,1.0,0.0,1
2831,0.5,0.0,0.5,0.5,0.5,2
2832,1.0,0.0,0.0,1.0,0.0,1
2833,1.0,0.5,0.0,1.0,0.0,1
2834,0.5,0.0,0.0,0.5,0.5,2
2835,1.0,0.0,0.0,1.0,1.0,1
2836,1.0,0.5,1.0,1.0,0.0,0
2837,1.0,0.0,0.0,1.0,0.0,1
2838,0.5,1.0,0.0,0.0,0.5,2
2839,0.5,1.0,0.5,1.0,1.0,1
2840,1.0,0.5,1.0,0.0,1.0,0
2841,1.0,0.5,1.0,0.0,1.0,0
2842,0.5,0.5,0.5,1.0,1.0,1
2843,1.0,1.0,1.0,1.0,1.0,0
2844,0.5,0.5,0.5,0.0,1.0,2
2845,1.0,1.0,0.0,1.0,1.0,1
2846,1.0,0.5,1.0,1.0,0.0,0
2847,1.0,1.0,1.0,1.0,1.0,0
2848,1.0,1.0,0.5,1.0,1.0,1
2849,1.0,0.5,0.0,1.0,1.0,1
2850,0.5,0.5,0.0,1.0,0.5,1
2851,1.0,0.0,1.0,1.0,1.0,0
2852,1.0,0.5,0.0,1.0,0.0,1
2853,0.5,0.5,0.0,1.0,0.5,1
2854,0.5,1.0,0.0,0.5,0.5,2
2855,0.5,0.0,0.0,0.0,0.0,2
2856,1.0,0.5,0.5,0.5,0.0,2
2857,1.0,1.0,1.0,0.0,0.5,0
2858,1.0,1.0,1.0,1.0,1.0,0
2859,1.0,1.0,0.0,1.0,0.5,1
2860,1.0,1.0,0.0,1.0,1.0,1
2861,0.5,0.5,1.0,1.0,0.5,0
2862,1.0,1.0,1.0,1.0,1.0,0
2863,1.0,1.0,0.5,1.0,1.0,1
2864,1.0,0.5,0.0,1.0,1.0,1
2865,0.0,0.5,1.0,0.0,1.0,0
2866,0.5,0.5,0.0,0.0,0.0,2
2867,0.5,0.5,0.5,0.5,1.0,1
2868,1.0,1.0,1.0,0.0,1.0,0
2869,1.0,0.5,0.5,0.0,0.0,2
2870,1.0,1.0,0.0,0.0,0.5,2
2871,1.0,1.0,0.5,0.5,1.0,0
2872,1.0,0.5,0.0,1.0,0.0,1
2873,0.5,0.5,0.5,0.5,1.0,1
2874,1.0,0.5,1.0,0.0,0.5,0
2875,0.0,1.0,0.0,0.0,1.0,2
2876,1.0,0.5,0.5,0.5,1.0,0
2877,0.5,0.5,0.5,0.0,1.0,2
2878,0.5,0.5,0.5,0.0,0.5,2
2879,1.0,0.5,0.5,0.0,1.0,2
2880,1.0,0.5,1.0,0.5,1.0,0
2881,0.0,0.5,0.0,1.0,0.5,1
2882,1.0,0.5,1.0,1.0,1.0,0
2883,1.0,0.5,1.0,1.0,0.0,0
2884,0.0,0.5,0.0,0.0,1.0,2
2885,0.5,1.0,0.5,1.0,0.5,1
2886,1.0,0.5,0.5,0.0,1.0,2
2887,1.0,1.0,1.0,0.5,1.0,0
2888,0.5,1.0,1.0,1.0,1.0,0
2889,0.5,1.0,0.5,0.5,1.0,1
2890,1.0,1.0,0.0,0.0,0.5,2
2891,1.0,0.5,0.0,1.0,0.0,1
2892,1.0,1.0,0.0,0.0,1.0,2
2893,0.5,1.0,1.0,1.0,1.0,0
2894,1.0,1.0,0.0,0.5,0.0,2
2895,0.5,0.5,1.0,1.0,0.5,0
2896,0.0,0.5,0.0,0.5,0.0,2
2897,1.0,0.5,0.0,0.0,1.0,2
2898,1.0,0.0,0.0,0.5,1.0,1
2899,0.0,1.0,0.0,0.5,1.0,1
2900,0.5,1.0,1.0,1.0,1.0,0
2901,1.0,0.0,1.0,1.0,0.5,0
2902,0.0,1.0,0.0,0.0,0.0,2
2903,1.0,0.5,1.0,1.0,1.0,0
2904,0.5,0.5,0.5,0.5,0.5,2
2905,0.5,1.0,0.0,0.0,0.5,2
2906,1.0,0.5,1.0,0.5,1.0,0
2907,0.5,0.5,1.0,1.0,0.5,0
2908,1.0,0.5,0.5,0.0,1.0,2
2909,0.5,0.5,1.0,0.5,1.0,0
2910,1.0,1.0,1.0,0.5,0.5,0
2911,1.0,1.0,1.0,1.0,1.0,0
2912,0.5,0.0,0.5,0.0,1.0,2
2913,0.5,0.5,0.5,0.0,0.0,2
2914,1.0,0.0,1.0,1.0,1.0,0
2915,0.5,0.5,1.0,1.0,1.0,0
2916,1.0,0.5,1.0,0.0,0.0,0
2917,1.0,1.0,1.0,0.5,1.0,0
2918,1.0,0.0,0.0,1.0,1.0,1
2919,0.5,0.5,0.0,0.5,0.5,2
2920,0.5,1.0,1.0,0.5,1.0,0
2921,0.5,0.0,0.5,1.0,0.0,1
2922,0.0,0.5,0.0,1.0,1.0,1
2923,1.0,0.5,1.0,0.5,0.0,0
2924,0.0,0.5,1.0,0.0,1.0,0
2925,0.5,1.0,0.0,0.0,1.0,2
2926,0.5,1.0,1.0,0.0,1.0,0
2927,0.0,1.0,0.5,0.5,1.0,1
2928,1.0,0.5,0.0,1.0,0.0,1
2929,0.5,0.5,0.0,0.0,0.0,2
2930,1.0,0.0,0.0,0.0,0.0,2
2931,0.0,0.5,0.0,0.0,0.5,2
2932,0.5,1.0,1.0,0.0,1.0,0
2933,1.0,0.5,1.0,0.0,1.0,0
2934,0.5,0.0,0.5,1.0,0.0,1
2935,0.0,0.5,0.5,0.0,0.5,2
2936,0.0,0.0,1.0,0.5,0.5,0
2937,1.0,0.5,1.0,0.0,0.5,0
2938,1.0,1.0,0.5,0.0,0.5,2
2939,0.5,0.5,0.0,0.0,0.0,2
2940,0.5,1.0,1.0,0.5,0.0,0
2941,1.0,1.0,1.0,1.0,1.0,0
2942,0.0,1.0,1.0,0.0,0.0,2
2943,1.0,1.0,1.0,1.0,1.0,0
2944,1.0,1.0,1.0,1.0,1.0,0
2945,1.0,1.0,1.0,1.0,1.0,0
2946,0.5,1.0,1.0,0.0,1.0,0
2947,1.0,0.5,1.0,1.0,1.0,0
2948,0.5,0.5,1.0,0.0,0.5,0
2949,0.5,0.5,1.0,1.0,0.0,0
2950,0.5,0.5,1.0,0.0,0.5,0
2951,0.5,0.5,1.0,0.0,0.5,0
2952,1.0,0.5,0.0,0.5,1.0,1
2953,1.0,0.0,1.0,0.0,1.0,0
2954,0.0,0.0,0.0,0.0,1.0,2
2955,1.0,0.0,1.0,1.0,0.5,0
2956,1.0,0.5,0.5,1.0,1.0,1
2957,0.0,0.5,0.0,0.0,1.0,2
2958,0.0,1.0,0.5,0.0,0.0,2
2959,0.0,0.0,1.0,1.0,1.0,0
2960,1.0,0.0,1.0,1.0,0.5,0
2961,1.0,0.0,1.0,1.0,0.5,0
2962,0.0,0.0,1.0,1.0,1.0,0
2963,1.0,0.5,0.0,0.0,0.5,2
2964,0.0,0.0,1.0,1.0,0.0,0
2965,1.0,0.5,0.0,0.5,1.0,1
2966,1.0,1.0,1.0,0.0,0.5,0
2967,1.0,0.5,0.5,0.5,1.0,0
2968,1.0,0.5,0.0,1.0,1.0,1
2969,1.0,0.5,1.0,1.0,1.0,0
2970,0.5,0.5,0.0,0.0,0.5,2
2971,0.0,0.5,0.0,0.5,1.0,1
2972,1.0,0.5,0.0,0.0,0.5,2
2973,1.0,1.0,0.0,0.0,1.0,2
2974,0.5,0.5,0.0,0.0,0.5,2
2975,1.0,0.5,0.0,0.5,1.0,1
2976,1.0,1.0,0.5,0.0,0.5,2
2977,0.0,0.5,0.5,0.5,1.0,1
2978,1.0,1.0,0.5,0.0,0.5,2
2979,1.0,0.0,0.5,0.5,0.0,2
2980,0.0,1.0,1.0,0.5,1.0,0
2981,0.5,1.0,1.0,0.5,1.0,0
2982,1.0,0.5,1.0,1.0,1.0,0
2983,0.5,1.0,1.0,1.0,0.0,0
2984,0.5,0.0,0.0,0.0,0.0,2
2985,0.5,1.0,0.0,1.0,1.0,1
2986,0.5,0.0,1.0,0.5,0.0,0
2987,0.5,0.5,0.5,0.0,0.0,2
2988,0.5,1.0,0.5,0.0,1.0,2
2989,0.5,1.0,0.0,1.0,1.0,1
2990,1.0,1.0,1.0,0.5,0.0,0
2991,0.5,1.0,0.0,1.0,0.5,1
2992,0.5,1.0,0.0,1.0,1.0,1
2993,1.0,1.0,0.0,1.0,1.0,1
2994,0.5,1.0,0.0,0.5,1.0,1
2995,1.0,0.5,1.0,0.5,0.0,0
2996,1.0,1.0,0.0,1.0,0.5,1
2997,1.0,1.0,0.0,0.0,0.0,2
2998,0.5,0.5,0.0,0.5,1.0,1
2999,0.0,0.5,0.0,0.0,0.0,2
3000,0.0,0.0,0.0,0.0,0.0,2
3001,0.0,0.5,0.0,0.0,0.5,2
3002,0.5,0.5,0.0,0.0,0.0,2
3003,0.0,0.5,1.0,0.0,0.5,0
3004,0.5,0.5,0.0,1.0,0.5,1
3005,1.0,0.0,0.5,0.0,0.0,2
3006,0.0,0.0,0.5,0.0,0.0,2
3007,1.0,0.5,0.0,0.0,1.0,2
3008,0.5,1.0,1.0,1.0,0.5,0
3009,0.0,1.0,0.0,0.0,0.0,2
3010,1.0,0.5,1.0,0.5,1.0,0
3011,0.5,0.5,1.0,0.0,0.0,0
3012,1.0,1.0,0.5,1.0,0.5,1
3013,1.0,1.0,0.5,0.0,1.0,2
3014,0.5,1.0,0.0,0.0,0.5,2
3015,1.0,0.5,1.0,0.5,0.5,0
3016,1.0,0.5,0.0,1.0,1.0,1
3017,0.5,0.5,0.0,0.0,0.0,2
3018,1.0,1.0,0.5,0.0,0.0,2
3019,1.0,0.5,1.0,0.0,1.0,0
3020,0.0,0.5,0.5,0.5,0.0,2
3021,0.5,0.5,0.0,0.5,1.0,1
3022,1.0,0.5,0.0,0.0,0.5,2
3023,1.0,1.0,1.0,0.0,1.0,0
3024,1.0,0.5,1.0,0.5,1.0,0
3025,1.0,1.0,1.0,0.0,0.0,0
3026,0.5,0.5,0.0,0.0,0.5,2
3027,1.0,1.0,1.0,0.0,1.0,0
3028,1.0,0.5,0.0,0.5,0.5,2
3029,1.0,1.0,1.0,0.5,0.0,0
3030,0.5,1.0,1.0,0.5,0.0,0
3031,0.5,1.0,1.0,0.5,0.5,0
3032,1.0,0.5,1.0,0.0,0.5,0
3033,0.5,0.5,1.0,0.0,0.0,0
3034,1.0,0.5,1.0,0.0,1.0,0
3035,0.0,0.0,1.0,0.0,0.5,0
3036,0.5,0.5,0.0,0.5,0.5,2
3037,1.0,0.5,1.0,0.0,0.5,0
3038,0.5,1.0,0.5,0.0,0.0,2
3039,0.5,0.5,0.0,0.5,1.0,1
3040,0.0,0.0,1.0,0.0,1.0,0
3041,1.0,1.0,0.0,0.0,0.0,2
3042,0.5,0.5,0.0,0.0,1.0,2
3043,1.0,0.5,1.0,0.0,0.0,0
3044,0.5,1.0,0.0,1.0,0.0,1
3045,0.5,1.0,0.0,0.5,0.5,2
3046,1.0,1.0,0.0,1.0,0.0,1
3047,1.0,1.0,1.0,0.0,0.5,0
3048,0.5,1.0,1.0,0.0,0.5,0
3049,0.5,0.5,0.5,0.0,0.5,2
3050,0.5,1.0,0.5,1.0,0.5,1
3051,1.0,0.5,0.5,0.0,0.5,2
3052,0.5,1.0,0.0,1.0,0.5,1
3053,1.0,0.5,0.5,0.0,0.5,2
3054,1.0,0.5,0.5,0.0,1.0,2
3055,0.5,1.0,0.0,0.5,1.0,1
3056,1.0,0.0,1.0,1.0,1.0,0
3057,1.0,0.0,1.0,0.0,1.0,0
3058,1.0,0.5,1.0,0.0,0.0,0
3059,0.5,0.5,1.0,1.0,0.0,0
3060,1.0,0.5,1.0,0.0,0.0,0
3061,1.0,0.0,1.0,1.0,1.0,0
3062,1.0,0.5,1.0,0.0,1.0,0
3063,1.0,0.0,1.0,1.0,0.0,0
3064,1.0,0.5,1.0,0.5,1.0,0
3065,0.5,1.0,0.0,0.5,1.0,1
3066,0.5,0.5,0.0,0.5,0.5,2
3067,1.0,0.5,0.0,0.5,0.5,2
3068,1.0,1.0,1.0,0.0,0.5,0
3069,1.0,1.0,0.0,0.5,0.5,2
3070,1.0,0.5,0.0,0.5,0.5,2
3071,0.5,1.0,1.0,1.0,0.0,0
3072,1.0,0.5,1.0,1.0,0.0,0
3073,1.0,0.5,0.0,0.0,1.0,2
3074,0.5,0.5,1.0,0.5,0.5,0
3075,0.5,0.5,1.0,1.0,1.0,0
3076,1.0,1.0,0.0,0.0,0.5,2
3077,1.0,0.0,1.0,1.0,1.0,0
3078,0.5,1.0,1.0,1.0,1.0,0
3079,1.0,1.0,1.0,0.5,1.0,0
3080,1.0,0.5,1.0,0.0,0.0,0
3081,1.0,0.5,1.0,0.0,0.0,0
3082,0.5,0.0,1.0,0.0,1.0,0
3083,0.5,0.0,1.0,1.0,0.0,0
3084,1.0,1.0,1.0,0.5,0.0,0
3085,0.5,0.5,1.0,1.0,1.0,0
3086,1.0,1.0,0.0,0.0,0.5,2
3087,1.0,1.0,1.0,0.0,0.0,0
3088,0.5,0.5,0.0,0.0,1.0,2
3089,0.5,1.0,0.0,0.0,1.0,2
3090,1.0,1.0,0.0,0.0,0.5,2
3091,1.0,1.0,1.0,0.0,0.5,0
3092,0.5,0.5,0.0,1.0,1.0,1
3093,0.0,0.5,0.5,0.0,1.0,2
3094,1.0,1.0,0.0,0.0,0.5,2
3095,1.0,0.5,1.0,0.5,0.5,0
3096,1.0,0.5,1.0,0.0,0.0,0
3097,0.0,0.0,1.0,0.0,0.5,0
3098,0.0,0.0,1.0,0.0,1.0,0
3099,1.0,1.0,0.5,0.0,1.0,2
3100,1.0,0.5,1.0,0.0,0.0,0
3101,0.0,0.0,0.0,0.0,1.0,2
3102,1.0,0.0,0.5,0.0,1.0,2
3103,1.0,1.0,1.0,0.0,1.0,0
3104,1.0,0.5,1.0,0.0,0.0,0
3105,0.0,1.0,1.0,0.0,1.0,0
3106,0.5,0.5,0.5,0.0,1.0,2
3107,1.0,0.5,1.0,0.5,1.0,0
3108,1.0,0.5,1.0,0.0,1.0,0
3109,0.0,0.0,1.0,0.0,1.0,0
3110,1.0,0.5,0.0,0.0,0.0,2
3111,1.0,0.0,1.0,0.0,0.5,0
3112,0.5,1.0,1.0,0.0,1.0,0
3113,1.0,0.5,1.0,1.0,1.0,0
3114,1.0,0.5,1.0,0.0,1.0,0
3115,0.5,0.5,1.0,0.5,0.5,0
3116,0.5,1.0,0.5,1.0,1.0,1
3117,1.0,0.5,1.0,1.0,1.0,0
3118,1.0,1.0,1.0,0.0,1.0,0
3119,0.5,0.5,1.0,1.0,1.0,0
3120,0.5,0.5,1.0,1.0,1.0,0
3121,0.5,0.5,1.0,0.5,1.0,0
3122,0.5,1.0,1.0,0.0,0.0,0
3123,0.5,0.5,1.0,1.0,1.0,0
3124,0.5,1.0,1.0,0.0,1.0,0
3125,1.0,0.5,1.0,1.0,0.5,0
3126,0.5,1.0,0.5,0.0,0.5,2
3127,0.5,1.0,1.0,0.0,0.0,0
3128,0.0,0.0,0.0,0.5,0.5,2
3129,0.0,1.0,0.0,0.0,0.5,2
3130,0.0,1.0,0.0,0.5,0.5,2
3131,1.0,1.0,0.0,0.5,1.0,1
3132,1.0,0.0,1.0,0.5,0.5,0
3133,0.5,1.0,0.5,0.0,1.0,2
3134,1.0,1.0,1.0,0.0,1.0,0
3135,1.0,0.5,1.0,0.5,0.5,0
3136,1.0,0.5,1.0,0.5,0.5,0
3137,1.0,0.5,1.0,0.0,1.0,0
3138,0.5,0.5,0.5,1.0,0.0,1
3139,1.0,1.0,0.5,1.0,1.0,1
3140,0.5,0.0,0.0,0.0,0.0,2
3141,0.5,1.0,1.0,0.0,1.0,0
3142,0.5,0.5,0.5,0.0,0.5,2
3143,1.0,0.5,0.0,0.0,1.0,2
3144,0.0,1.0,0.5,1.0,0.5,1
3145,0.5,0.0,1.0,0.0,0.0,0
3146,1.0,0.5,0.5,1.0,1.0,1
3147,1.0,0.5,1.0,1.0,0.0,0
3148,0.5,0.5,0.5,0.0,1.0,2
3149,1.0,0.5,1.0,1.0,0.5,0
3150,1.0,0.5,1.0,1.0,0.0,0
3151,1.0,0.5,1.0,0.0,1.0,0
3152,1.0,0.5,0.5,0.0,0.5,2
