Unnamed: 0,area,ciudad,zona,residuos,residuos_especiales,agua,energia,conciencia,final
3603,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,1.0,1.0,0
3604,urbana,90150,GUAYAQUIL,1.0,1.0,0.5,0.5,0.0,2
3605,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3606,urbana,90150,GUAYAQUIL,0.0,1.0,1.0,0.5,0.0,0
3607,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,0.5,2
3608,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.5,0.5,0
3609,urbana,90150,GUAYAQUIL,0.5,0.0,1.0,0.5,0.0,0
3610,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,1.0,0
3611,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,1.0,0.5,1
3612,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,1.0,0.5,1
3613,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,0.5,0
3614,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.5,0
3615,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,1.0,0
3616,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,1.0,1
3617,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.0,0.5,0
3618,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,1.0,0
3619,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,1.0,0.5,1
3620,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.5,0.5,0
3621,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,1.0,1.0,0
3622,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3623,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,0.5,0
3624,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3625,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,1.0,0.5,1
3626,urbana,90150,GUAYAQUIL,0.0,0.5,0.5,0.0,0.5,2
3627,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,0.5,0
3628,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,0.5,0
3629,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3630,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,0.5,0
3631,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3632,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,1.0,0.5,0
3633,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3634,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3635,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.0,0.5,2
3636,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,1.0,0
3637,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3638,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3639,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3640,urbana,90150,GUAYAQUIL,0.0,0.0,0.0,0.0,1.0,2
3641,urbana,90150,GUAYAQUIL,1.0,1.0,0.5,0.0,1.0,2
3642,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,1.0,0
3643,urbana,90150,GUAYAQUIL,1.0,1.0,0.5,0.5,1.0,0
3644,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,0.0,0
3645,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3646,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,1.0,0.5,1
3647,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,1.0,0
3648,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,1.0,1.0,1
3649,urbana,90150,GUAYAQUIL,0.0,0.5,0.0,0.5,1.0,1
3650,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3651,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.5,1.0,0
3652,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,0.5,0
3653,urbana,90150,GUAYAQUIL,0.0,1.0,1.0,0.5,0.5,0
3654,urbana,90150,GUAYAQUIL,0.0,1.0,1.0,0.5,0.5,0
3655,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3656,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.0,2
3657,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3658,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,1.0,1.0,0
3659,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3660,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,0.0,2
3661,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3662,urbana,90150,GUAYAQUIL,1.0,1.0,0.5,0.0,1.0,2
3663,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,1.0,0.0,1
3664,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,1.0,1.0,1
3665,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.5,1.0,0
3666,urbana,90150,GUAYAQUIL,0.0,1.0,1.0,1.0,1.0,0
3667,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,0.5,2
3668,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,1.0,0
3669,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.5,0.5,2
3670,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3671,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3672,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.0,0.5,0
3673,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,1.0,0
3674,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3675,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.0,2
3676,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3677,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,1.0,1.0,1
3678,urbana,90150,GUAYAQUIL,0.0,0.5,0.0,0.0,1.0,2
3679,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,1.0,1.0,1
3680,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,1.0,1.0,1
3681,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3682,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.5,0.5,2
3683,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3684,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,0.5,0
3685,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,0.5,0
3686,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,0.5,0
3687,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3688,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3689,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.5,1.0,1
3690,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,0.0,2
3691,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.0,0
3692,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.0,2
3693,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3694,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.0,0
3695,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3696,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,1.0,1.0,0
3697,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,1.0,0.0,0
3698,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,0.0,0
3699,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3700,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,0.0,2
3701,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,1.0,0.0,1
3702,urbana,90150,GUAYAQUIL,0.0,0.5,0.5,0.5,1.0,1
3703,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.5,1.0,1
3704,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,0.0,1.0,2
3705,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.5,0.5,2
3706,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,1.0,2
3707,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.0,1.0,0
3708,urbana,90150,GUAYAQUIL,0.5,1.0,0.5,0.0,1.0,2
3709,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,0.0,1.0,2
3710,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,1.0,0
3711,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,0.0,1.0,2
3712,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.0,1.0,2
3713,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3714,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3715,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.5,1.0,1
3716,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,1.0,0
3717,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3718,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.5,1.0,0
3719,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3720,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3721,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,1.0,1.0,1
3722,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3723,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3724,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,1.0,1.0,1
3725,urbana,90150,GUAYAQUIL,0.0,0.5,0.5,0.0,0.5,2
3726,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,1.0,1.0,1
3727,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,1.0,2
3728,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,0.5,2
3729,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,0.5,0
3730,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,0.5,2
3731,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.0,0
3732,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,0.5,2
3733,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3734,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,0.5,0
3735,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3736,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,1.0,0.5,1
3737,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3738,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.5,0
3739,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.0,2
3740,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.5,1.0,1
3741,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3742,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3743,urbana,90150,GUAYAQUIL,1.0,1.0,0.5,1.0,1.0,1
3744,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,1.0,0
3745,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,0.5,0
3746,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.0,1.0,0
3747,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3748,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.5,0
3749,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.5,0
3750,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3751,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,1.0,0
3752,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.0,0.0,0
3753,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3754,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,0.5,2
3755,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,0.5,0
3756,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3757,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3758,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.0,1.0,2
3759,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.0,1.0,0
3760,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,0.5,0
3761,urbana,90150,GUAYAQUIL,0.0,0.5,0.0,0.5,1.0,1
3762,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,0.0,0
3763,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3764,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3765,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,1.0,2
3766,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.0,0.5,0
3767,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3768,urbana,90150,GUAYAQUIL,0.0,1.0,0.5,1.0,0.5,1
3769,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,0.5,2
3770,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,0.5,2
3771,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.5,1.0,0
3772,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3773,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3774,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.0,1.0,0
3775,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3776,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3777,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.5,0
3778,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.0,0
3779,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.5,0.0,0
3780,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3781,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,0.5,2
3782,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,0.5,1
3783,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.5,0.5,2
3784,urbana,90150,GUAYAQUIL,0.0,0.5,0.5,0.0,0.5,2
3785,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.5,0.5,2
3786,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.0,2
3787,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,0.5,1
3788,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,0.5,2
3789,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,1.0,1
3790,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3791,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,1.0,1.0,0
3792,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,0.5,1
3793,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,1.0,1.0,0
3794,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.0,2
3795,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,1.0,0
3796,urbana,90150,GUAYAQUIL,0.0,0.0,0.5,1.0,1.0,1
3797,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3798,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.5,0.0,0
3799,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3800,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.5,0.5,2
3801,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,0.0,0
3802,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,1.0,0
3803,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3804,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3805,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.5,1.0,1
3806,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.5,1.0,0
3807,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,1.0,2
3808,urbana,90150,GUAYAQUIL,0.0,1.0,1.0,1.0,0.5,0
3809,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,0.0,0
3810,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3811,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3812,urbana,90150,GUAYAQUIL,0.0,0.5,0.5,0.0,1.0,2
3813,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3814,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.5,1.0,0
3815,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,1.0,1.0,1
3816,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,0.0,1.0,2
3817,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,1.0,2
3818,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.0,0
3819,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,1.0,2
3820,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,0.0,1.0,2
3821,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,1.0,1.0,1
3822,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.0,2
3823,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,1.0,2
3824,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,1.0,0.0,0
3825,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3826,urbana,90150,GUAYAQUIL,0.0,0.5,0.0,0.5,1.0,1
3827,urbana,90150,GUAYAQUIL,0.5,1.0,0.5,0.0,1.0,2
3828,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3829,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,1.0,0
3830,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,1.0,1.0,1
3831,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3832,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3833,urbana,90150,GUAYAQUIL,0.0,1.0,1.0,1.0,1.0,0
3834,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3835,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,1.0,1.0,0
3836,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.0,2
3837,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,0.5,1
3838,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3839,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3840,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,0.0,0
3841,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.0,0
3842,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,0.0,0
3843,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.5,0.0,0
3844,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.5,0.0,0
3845,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.5,0.0,0
3846,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,0.0,0
3847,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.0,0
3848,urbana,90150,GUAYAQUIL,0.5,1.0,0.5,0.0,0.0,2
3849,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.0,0
3850,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,0.0,0
3851,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,0.0,0
3852,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3853,urbana,90150,GUAYAQUIL,0.5,0.0,1.0,1.0,1.0,0
3854,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,1.0,1.0,0
3855,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.0,1.0,0
3856,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,1.0,1.0,0
3857,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3858,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3859,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,0.0,1.0,0
3860,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,0.0,2
3861,urbana,90150,GUAYAQUIL,0.0,0.5,0.0,1.0,0.5,1
3862,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,1.0,1.0,1
3863,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,1.0,2
3864,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3865,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.5,0
3866,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,0.5,0
3867,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3868,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.5,0
3869,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,0.5,0
3870,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,0.5,0
3871,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3872,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3873,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.5,0
3874,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3875,urbana,90150,GUAYAQUIL,0.5,1.0,0.5,0.0,0.5,2
3876,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.5,0
3877,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3878,urbana,90150,GUAYAQUIL,1.0,0.5,1.0,0.0,1.0,0
3879,urbana,90150,GUAYAQUIL,0.5,0.0,1.0,0.0,1.0,0
3880,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3881,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3882,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.0,1.0,2
3883,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.5,0
3884,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,0.0,2
3885,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,0.5,0
3886,urbana,90150,GUAYAQUIL,1.0,1.0,1.0,1.0,0.0,0
3887,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.5,1.0,0
3888,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,1.0,1.0,1
3889,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.5,1.0,1
3890,urbana,90150,GUAYAQUIL,0.5,1.0,0.5,0.0,1.0,2
3891,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.5,1.0,0
3892,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,0.5,2
3893,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,1.0,2
3894,urbana,90150,GUAYAQUIL,0.0,0.5,0.5,0.0,1.0,2
3895,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3896,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,1.0,1.0,0
3897,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,1.0,2
3898,urbana,90150,GUAYAQUIL,0.5,0.0,0.0,0.0,1.0,2
3899,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3900,urbana,90150,GUAYAQUIL,0.5,0.5,0.5,0.0,0.5,2
3901,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.5,1.0,1
3902,urbana,90150,GUAYAQUIL,1.0,0.0,0.0,0.0,1.0,2
3903,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3904,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3905,urbana,90150,GUAYAQUIL,0.0,1.0,0.5,0.0,0.5,2
3906,urbana,90150,GUAYAQUIL,0.0,1.0,0.0,0.0,0.5,2
3907,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3908,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.5,0.5,2
3909,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3910,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3911,urbana,90150,GUAYAQUIL,1.0,0.5,0.5,0.0,1.0,2
3912,urbana,90150,GUAYAQUIL,0.0,0.0,0.0,0.0,0.5,2
3913,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3914,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,1.0,1.0,0
3915,urbana,90150,GUAYAQUIL,0.0,0.0,1.0,0.0,1.0,0
3916,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.0,1.0,2
3917,urbana,90150,GUAYAQUIL,0.5,0.5,1.0,0.0,1.0,0
3918,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3919,urbana,90150,GUAYAQUIL,1.0,0.0,1.0,0.0,0.5,0
3920,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3921,urbana,90150,GUAYAQUIL,0.5,0.5,0.0,0.0,1.0,2
3922,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,1.0,2
3923,urbana,90150,GUAYAQUIL,0.5,1.0,0.0,0.0,0.5,2
3924,urbana,90150,GUAYAQUIL,0.5,1.0,1.0,0.0,1.0,0
3925,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,1.0,1.0,1
3926,urbana,90150,GUAYAQUIL,0.0,0.5,1.0,0.0,0.5,0
3927,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.5,0.5,2
3928,urbana,90150,GUAYAQUIL,0.0,0.5,0.0,0.5,0.5,2
3929,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.5,0.0,2
3930,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.5,0.5,2
3931,urbana,90150,GUAYAQUIL,1.0,0.5,0.0,0.0,0.5,2
3932,urbana,90150,GUAYAQUIL,0.0,1.0,0.0,0.5,0.5,2
3933,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.5,0.5,2
3934,urbana,90150,GUAYAQUIL,1.0,1.0,0.0,0.0,1.0,2
