indice,residuos,residuos_especiales,agua,energia,conciencia
935,0.5,0,1,1,1
936,0.5,0,1,1,1
937,1,0,1,0.5,1
938,0,0.5,1,0.5,1
939,1,0,0.5,1,1
940,0.5,0,1,0,1
941,0,0.5,0,0,1
942,1,0.5,0.5,1,1
943,0.5,0,1,0.5,1
944,1,0,0.5,1,1
945,1,0.5,1,0.5,1
946,0.5,0,0.5,1,1
947,1,0.5,1,1,1
948,1,0,0.5,1,1
949,0.5,0,1,1,1
950,1,0,0,0.5,1
951,0.5,0,1,1,1
952,0,0,0.5,1,1
953,1,0,1,1,1
954,0,0,0.5,1,1
955,0.5,0,0.5,1,1
956,1,0.5,0.5,1,1
957,0.5,0,1,1,1
958,1,0,0,1,1
959,1,0,0.5,0,1
960,1,0.5,0.5,0.5,1
961,0,0,0,0,1
962,0.5,0,0,0.5,1
963,0,0,0,1,1
964,0.5,0,0,0,1
965,1,0,0,0,1
966,1,0.5,0.5,1,1
967,1,0.5,1,1,1
968,0.5,0,1,0.5,1
969,1,0.5,1,1,1
970,0.5,0,0.5,0.5,1
971,0.5,0,0.5,1,0
972,1,0,0.5,0,0.5
973,1,0.5,0,0.5,0
974,1,1,0,0,0
975,0,0,0,1,0
976,0,0.5,0.5,0,0
977,0.5,0.5,0,1,1
978,1,0.5,0,0,0
979,1,0,0.5,0,1
980,1,0.5,0.5,0.5,1
981,0,0.5,0,0,1
982,0.5,0,0,0.5,0
983,0.5,0.5,1,0.5,0
984,1,0,1,0.5,1
985,0.5,0,1,0,0.5
986,0.5,0,1,0,0
987,0.5,0,0.5,0.5,0.5
988,0.5,0.5,0.5,0,0.5
989,0.5,0.5,0.5,0.5,0.5
990,0.5,0,1,0.5,0
991,0,0.5,0.5,0,0.5
992,0,0,1,1,0
993,0.5,0,0,0.5,0.5
994,0,0,1,0,0.5
995,0.5,0,0,0,0
996,0,0,1,1,0.5
997,0.5,0,0.5,0.5,1
998,0.5,0,0.5,0,0.5
999,0,0,1,0,0.5
1000,0,0.5,0,0.5,0.5
1001,0,0.5,0.5,0.5,0.5
1002,0.5,0,0,1,0.5
1003,1,0,1,0.5,0
1004,0,0,1,1,1
1005,0.5,0,1,0,0
1006,0,0,1,0.5,0.5
1007,0.5,0,0,1,1
1008,1,1,0,0,0
1009,0,0.5,0,1,1
1010,0,0.5,1,1,1
1011,1,0.5,0,0,0
1012,0.5,0.5,0,1,1
1013,0.5,1,0,1,1
1014,0,0.5,0,0,0
1015,0,1,0,0,0
1016,0,0.5,0,0.5,1
1017,0.5,0.5,0.5,1,0
1018,0.5,0.5,1,1,1
1019,1,0.5,0,0.5,0
1020,0,0.5,1,0,0
1021,0,0,0,0,1
1022,0,0,1,0,1
1023,1,0,0,0.5,1
1024,1,0.5,0,0,1
1025,0,1,0,0,1
1026,0.5,0,1,0,1
1027,1,0.5,0.5,0,1
1028,0.5,0.5,0,0,0
1029,0,0.5,0,0,1
1030,0.5,0.5,0.5,1,1
1031,0.5,0,1,1,1
1032,0,0.5,0.5,1,1
1033,0,0,1,1,1
1034,0.5,0,1,0.5,1
1035,0.5,0,1,0,1
1036,0,1,0.5,1,1
1037,0,0.5,0.5,1,0.5
1038,0.5,0,1,0,1
1039,0.5,0,1,1,1
1040,0,0,0,0,1
1041,0,0,0.5,0,1
1042,0,0.5,1,0.5,0.5
1043,0.5,0.5,0.5,0,1
1044,0,0,1,0,1
1045,0.5,0,0.5,1,1
1046,1,0,1,1,1
1047,0.5,0,1,0.5,1
1048,1,0.5,0.5,0,1
1049,0.5,0,1,1,1
1050,0.5,0.5,0.5,1,0.5
1051,0.5,0,0.5,1,0.5
1052,1,1,0,0,0.5
1053,0.5,0.5,0,0,0.5
1054,1,1,0,0,0
1055,0.5,0,0.5,0,1
1056,1,0,0.5,1,0.5
1057,1,0,0.5,1,0
1058,1,0.5,0,0.5,0
1059,0,0.5,0.5,0,0.5
1060,1,1,0.5,0,0.5
1061,1,0.5,0.5,0,0.5
1062,1,0.5,1,0,0.5
1063,1,0.5,0.5,0,0.5
1064,1,0.5,0.5,0.5,1
1065,1,1,0.5,0,0.5
1066,1,0.5,0,0,0.5
1067,1,0.5,0.5,0.5,0
1068,1,0.5,1,0,0
1069,1,0.5,0,0.5,0.5
1070,0,0.5,0,1,1
1071,1,0,0.5,0,0.5
1072,1,0.5,0,0.5,0
1073,1,0,0.5,0,0
1074,1,0.5,0,0.5,0
1075,1,0,0,1,0.5
1076,0,0,0.5,0.5,1
1077,1,0.5,0.5,0,0.5
1078,0,0.5,0.5,0.5,0.5
1079,0,0,0.5,0,0.5
1080,1,0.5,0.5,0,0.5
1081,0.5,0.5,0.5,1,0.5
1082,0,0,0.5,0,0.5
1083,1,0.5,0.5,0.5,0.5
1084,0,0,0.5,0,0.5
1085,0,0.5,0,0,0
1086,1,0.5,0.5,1,0.5
1087,0.5,0.5,0.5,0.5,1
1088,1,0.5,0,0,1
1089,1,0,0.5,0,1
1090,0,0.5,0,0,0
1091,1,0,0,0,1
1092,0,0,0.5,1,1
1093,1,0.5,1,1,1
1094,1,0.5,0.5,1,1
1095,0,0.5,1,0.5,1
1096,1,0.5,0.5,0.5,1
1097,1,1,0,1,1
1098,1,0,0,1,1
1099,1,1,0.5,1,0.5
1100,1,0.5,0,1,0
1101,1,0.5,0.5,0.5,0.5
1102,1,0,0,0.5,1
1103,1,0.5,1,1,0.5
1104,1,0,0,0,0.5
1105,1,0.5,0,1,0.5
1106,1,0,0.5,0,1
1107,1,0,0.5,0,0.5
1108,1,0,0.5,1,1
1109,1,0.5,0.5,0.5,0.5
1110,1,0.5,0.5,0.5,0.5
1111,0.5,0,0.5,0.5,1
1112,1,0.5,0,0.5,1
1113,1,0,1,0.5,1
1114,1,0.5,0,0.5,1
1115,0.5,0.5,1,0.5,1
1116,1,0.5,0,1,1
1117,1,0.5,1,0.5,0.5
1118,1,0.5,0,0.5,0.5
1119,0.5,0.5,0,0.5,0.5
1120,0.5,0.5,0,1,0.5
1121,1,0,0.5,0.5,0.5
1122,1,1,0.5,0.5,0.5
1123,0,0.5,1,1,0.5
1124,0,0,0,1,0.5
1125,1,0.5,1,1,1
1126,1,0,0.5,1,1
1127,0.5,0.5,0.5,1,1
1128,0.5,0.5,1,1,0.5
1129,1,0.5,1,0.5,0.5
1130,0,0.5,1,0.5,0.5
1131,1,0.5,0.5,0.5,1
1132,1,0.5,0.5,1,0.5
1133,1,0.5,0.5,1,0.5
1134,0.5,0,1,0,0.5
1135,1,0.5,0,0,0
1136,0,0.5,0,0.5,0.5
1137,1,0.5,0,0.5,0.5
1138,1,0.5,0,0.5,0
1139,0.5,0.5,1,0.5,1
1140,0.5,0,1,0.5,1
1141,0,0.5,0,0.5,1
1142,1,0.5,1,0,0
1143,1,0.5,0,0.5,1
1144,0.5,0.5,1,0.5,1
1145,0.5,0,0.5,0.5,1
1146,0,0.5,1,1,1
1147,0,0.5,1,1,0.5
1148,1,0,1,0.5,0.5
1149,1,0,1,1,1
1150,1,0.5,0.5,0.5,0.5
1151,1,0.5,0,1,1
1152,1,0.5,0,0.5,0.5
1153,1,0,1,0,0.5
1154,1,0,0.5,0,0.5
1155,0.5,0.5,0.5,1,0
1156,1,0.5,0.5,0.5,1
1157,1,0.5,0,0.5,0.5
1158,1,0,1,1,0.5
1159,0,0.5,0.5,0.5,0.5
1160,0,0.5,0.5,0.5,0.5
1161,1,0,0,0,1
1162,0.5,0.5,0,0,0
1163,1,0,0.5,0.5,1
1164,1,0.5,1,0.5,0
1165,1,0,1,0,0.5
1166,1,0,0.5,0,0.5
1167,1,0,0.5,0,0.5
1168,1,0.5,0,1,0
1169,0,0.5,0.5,0,0.5
1170,1,0,1,0.5,1
1171,0,0.5,0,0.5,1
1172,0,0.5,0,0,0.5
1173,1,0.5,0,0,0.5
1174,0.5,0,0,0,0
1175,1,0,1,0,0
1176,1,0.5,1,0,1
1177,1,0.5,1,0.5,1
1178,0.5,0,1,0.5,0.5
1179,0.5,0.5,0.5,0,1
1180,0.5,0.5,1,1,0.5
1181,0.5,0.5,0,0.5,0
1182,0.5,0.5,0,0,1
1183,0,0.5,0,0,1
1184,1,0.5,0,1,0.5
1185,1,0.5,0,0.5,0.5
1186,1,0.5,0.5,0.5,1
1187,1,0.5,0,1,1
1188,1,0.5,0,1,1
1189,1,0,0,0,1
1190,1,0,0.5,0.5,1
1191,1,0.5,0,0.5,1
1192,1,0,0.5,1,1
1193,0,1,1,0.5,1
1194,1,0.5,0,0.5,1
1195,1,0,0,1,0.5
1196,1,0.5,1,0,0.5
1197,0.5,0,0.5,0.5,1
1198,0.5,0.5,0,0.5,1
1199,1,0.5,0,1,1
1200,0.5,0.5,1,0.5,1
1201,0.5,0,0,0.5,1
1202,1,0.5,1,1,1
1203,1,0.5,0,0.5,1
1204,0.5,0,1,1,1
1205,1,0.5,0.5,1,1
1206,1,0.5,0,1,0.5
1207,1,0.5,0,0.5,0.5
1208,1,0.5,0,1,1
1209,0.5,0.5,0.5,1,1
1210,1,0,0,0.5,0.5
1211,1,0.5,0,0.5,1
1212,0.5,0,0.5,0.5,1
1213,0.5,0,1,1,1
1214,0,0.5,0,0.5,1
1215,1,0,1,1,1
1216,1,0,0.5,0.5,0.5
1217,1,0.5,0.5,1,0.5
1218,1,0,0,1,0.5
1219,0.5,0.5,0.5,1,1
1220,0.5,0,0,0.5,0
1221,0,0.5,1,1,0
1222,1,0.5,1,1,1
1223,1,0.5,0.5,1,1
1224,1,0.5,0,0.5,0
1225,1,0.5,1,0.5,1
1226,1,0.5,0,0,1
1227,0.5,0.5,0,0,0.5
1228,0.5,0,0.5,0.5,1
1229,0,0,0,0,1
1230,0.5,0,0,0.5,0
1231,0,0,1,0,0.5
1232,1,1,0,0,0.5
1233,1,0.5,1,0,0.5
1234,1,0.5,0.5,0.5,0
1235,1,1,0,0.5,0.5
1236,1,0.5,0.5,0.5,1
1237,1,0.5,1,1,0.5
1238,1,1,0,0.5,1
1239,1,0.5,0,0.5,0
1240,0,0.5,1,1,0
1241,0,1,0.5,1,0
1242,1,1,0.5,0,0.5
1243,1,1,0,0.5,0
1244,0.5,1,0,0,0
1245,1,0.5,1,0,0
1246,1,0.5,1,1,0
1247,1,1,0,0.5,0
1248,1,0.5,1,1,0
1249,1,0.5,1,1,0.5
1250,1,1,0,0.5,0
1251,1,0.5,0,0,0
1252,0.5,0.5,1,0,0
1253,0.5,1,0,0,0
1254,1,1,0.5,0.5,0.5
1255,0,0.5,0.5,0.5,0.5
1256,0.5,0.5,0,0,0
1257,1,0,0.5,0.5,1
1258,1,1,1,1,0
1259,0,0.5,0,0,0
1260,0,0,0,0,1
1261,0.5,0,0,1,0
1262,0.5,1,0,0,0
1263,0.5,0,0,0.5,0
1264,1,0.5,0,0.5,0
1265,0.5,0.5,1,1,0.5
1266,0.5,0,0,0.5,0
1267,1,0.5,0,0.5,0
1268,0.5,1,1,0,0
1269,0.5,0.5,0,0,0
1270,1,0.5,0,1,0
1271,1,1,0.5,0.5,0
1272,1,0.5,0.5,0,1
1273,1,0.5,1,1,0
1274,1,0.5,1,1,1
1275,1,0.5,1,1,0
1276,1,0.5,0.5,1,0
1277,1,0.5,1,0.5,0
1278,0.5,0.5,1,1,0
1279,1,0.5,1,0,0
1280,1,0.5,0,0,1
1281,0,0.5,0,0,1
1282,0.5,0.5,0,0,1
1283,0.5,0.5,0,0,1
1284,0,0,0,1,0
1285,1,0.5,0,1,0
1286,0.5,0,0.5,0.5,1
1287,1,0.5,0,0,1
1288,0.5,0.5,0,1,0
1289,0.5,0.5,0,1,0.5
1290,1,0.5,0,0,0.5
1291,1,0.5,0,1,0
1292,1,0.5,0,0.5,1
1293,1,0.5,0,1,1
1294,0.5,0.5,0,0,0.5
1295,0.5,0.5,0,0,1
1296,0.5,0.5,0.5,0.5,0.5
1297,0.5,0.5,0,0,0.5
1298,1,0.5,0,0.5,0
1299,0,0.5,0.5,0,0.5
1300,0,0.5,0,0.5,0
1301,0.5,0,0,1,0
1302,1,0.5,0,0,1
1303,1,0,0,1,0
1304,0.5,0.5,0,1,0.5
1305,0.5,0.5,0,0.5,0.5
1306,0.5,0.5,0,1,0.5
1307,1,0,0,1,0
1308,0.5,0.5,1,0,0.5
1309,0.5,0,0,1,0
1310,0.5,0.5,0.5,0,1
1311,1,0,1,0,1
1312,1,1,0,0.5,0
1313,0,0.5,1,0.5,1
1314,0.5,0.5,1,1,1
1315,0.5,1,0,0,1
1316,0.5,0,0.5,0,1
1317,1,1,0,1,1
1318,0.5,1,1,0,0.5
1319,0.5,0.5,1,1,1
1320,1,0.5,0.5,0.5,1
1321,1,0.5,0,1,1
1322,1,0.5,0.5,1,0.5
1323,1,0.5,0,1,0.5
1324,0.5,0.5,0.5,0,1
1325,1,0.5,1,1,0
1326,0,0.5,0.5,1,1
1327,0.5,0.5,1,0,1
1328,0.5,0.5,1,1,0.5
1329,0.5,0.5,1,0,1
1330,0.5,0.5,0.5,0.5,1
1331,0,0.5,0.5,0.5,1
1332,1,0.5,1,0.5,0.5
1333,0.5,0.5,0.5,0,0
1334,1,0.5,1,1,0.5
1335,0.5,1,1,1,0
1336,1,0.5,1,1,0.5
1337,0.5,1,0.5,1,0.5
1338,0.5,1,0.5,0.5,0.5
1339,0.5,0.5,1,1,0.5
1340,0.5,0.5,0,0.5,1
1341,0.5,1,0.5,0,1
1342,1,0.5,1,0.5,0.5
1343,0.5,0.5,0.5,1,0.5
1344,0,1,0,0,1
1345,1,0.5,1,1,1
1346,0.5,0.5,1,1,0.5
1347,0.5,0.5,0.5,0.5,0.5
1348,0.5,0.5,0,1,1
1349,1,0,0,1,0
1350,1,0.5,0,0,0.5
1351,1,0.5,0,0.5,0.5
1352,1,0.5,0.5,0.5,0
1353,1,0.5,0,1,1
1354,0.5,0,0,0.5,0
1355,0.5,0,0,1,0
1356,0.5,0.5,0,1,1
1357,0.5,0.5,0,0,1
1358,0.5,0.5,1,1,0.5
1359,1,0.5,0.5,0.5,1
1360,1,0,0,1,0
1361,1,0,0,0,0
1362,0.5,0,0,1,0
1363,1,0.5,0,1,0.5
1364,1,0.5,0,1,0.5
1365,1,0.5,0.5,0.5,0.5
1366,0.5,0,0,1,0
1367,0.5,0.5,0,0,0
1368,1,0.5,0,1,0
1369,1,0.5,0,1,1
1370,1,0,0,1,0.5
1371,1,0.5,0,1,1
1372,0.5,0.5,0,0.5,1
1373,1,1,1,0.5,0
1374,0,1,1,0,0.5
1375,1,0.5,0,0.5,0.5
1376,0.5,0.5,0.5,0.5,0.5
1377,1,0.5,0,1,1
1378,0,0.5,0,1,1
1379,1,0.5,0,0.5,1
1380,0,0.5,1,1,0
1381,1,0.5,0,0,0.5
1382,1,0.5,0,1,0.5
1383,1,1,0,0.5,1
1384,1,0.5,1,0,1
1385,1,0.5,1,0.5,1
1386,0.5,0,0,1,0
1387,1,0,0,0.5,0
1388,1,0.5,0,1,0
1389,0.5,0.5,1,0,0
1390,1,0,0,1,0
1391,0.5,0,0,1,0
1392,1,0.5,0.5,0,1
1393,0,0.5,0,0.5,0
1394,1,0.5,0.5,0,1
1395,1,1,0,0,0
1396,0.5,0,0,1,1
1397,0.5,0.5,0,1,1
1398,0.5,0.5,0,1,0
1399,0.5,0.5,0,1,0.5
1400,1,0.5,0,1,0
1401,1,0.5,0,1,0
1402,1,0.5,1,1,0
1403,0.5,0,0.5,0.5,1
1404,0.5,0,0.5,0.5,1
1405,1,0,0,1,0
1406,0,0.5,0,1,0.5
1407,0,0.5,0.5,1,1
1408,0,0,0.5,0,0.5
1409,1,1,0,0,0
1410,1,0.5,1,1,1
1411,0.5,0.5,0.5,1,0.5
1412,0.5,0.5,1,1,0.5
1413,1,1,0,0,0
1414,0,1,0,0.5,0.5
1415,1,0.5,0,0,0
1416,0,0,1,0,0
1417,1,0.5,1,1,0
1418,0,0.5,1,0,1
1419,1,0,0.5,1,1
1420,0,0,0,0,0.5
1421,1,0.5,0.5,0,1
1422,1,0.5,1,0,1
1423,1,0.5,1,1,1
1424,1,0.5,1,0.5,1
1425,0.5,0.5,1,1,1
1426,0,0.5,0.5,0.5,1
1427,0.5,0.5,0,1,0
1428,1,0,1,1,1
1429,0.5,0.5,1,0,1
1430,0,0.5,0.5,1,1
1431,1,1,0.5,1,0.5
1432,0.5,0.5,0,1,1
1433,1,0,1,1,1
1434,1,0.5,0,1,1
1435,1,0,1,1,0.5
1436,1,1,1,1,1
1437,1,0.5,1,1,1
1438,1,0.5,0.5,1,1
1439,1,0.5,0.5,1,1
1440,1,0,1,1,1
1441,1,0,1,0,1
1442,1,0,1,0,1
1443,1,0,1,1,1
1444,1,0,1,1,0
1445,0.5,0,0.5,1,1
1446,1,1,1,1,1
1447,1,0,1,1,1
1448,0.5,0,1,0,1
1449,1,0,1,1,1
1450,0.5,0,1,1,0.5
1451,1,0,1,1,1
1452,1,0.5,0,1,1
1453,1,1,0.5,1,0.5
1454,0,0,0,1,1
1455,0,0,0.5,1,1
1456,0.5,0.5,0,1,1
1457,0,0.5,0,0.5,1
1458,0,0.5,1,1,0
1459,0.5,0.5,1,1,1
1460,0.5,0.5,0.5,1,1
1461,0.5,0.5,1,1,0.5
1462,0.5,0,1,1,1
1463,0.5,0,1,1,0
1464,0.5,1,0.5,0,1
1465,0.5,0,0,0,1
1466,1,0,1,1,0.5
1467,0.5,0,0.5,0.5,0.5
1468,0.5,0,1,0.5,0
1469,1,0,1,0.5,0.5
1470,1,0,0.5,1,0.5
1471,1,0,1,0.5,0
1472,1,0,1,1,0.5
1473,1,0,0,1,0
1474,1,0.5,1,1,0
1475,1,0,0.5,1,1
1476,0.5,0.5,0.5,0,0
1477,0.5,0,1,1,0.5
1478,0.5,0.5,0.5,1,1
1479,0.5,0.5,0.5,1,1
1480,1,0.5,1,0,0.5
1481,0,0.5,0,1,0.5
1482,1,0,0,1,1
1483,1,0,0,1,0.5
1484,0,0.5,0,1,1
1485,0.5,0.5,0,1,1
1486,1,0.5,0.5,1,0.5
1487,0,0.5,0,1,0.5
1488,0,0,0,0,0.5
1489,1,0.5,0,1,0.5
1490,1,0.5,1,1,1
1491,1,0.5,0,1,0.5
1492,0.5,0.5,0,1,1
1493,0.5,0.5,1,1,0
1494,1,0.5,0,1,1
1495,0.5,0.5,1,1,0
1496,0.5,0.5,0.5,0,1
1497,0.5,0.5,0,1,1
1498,0.5,1,1,0,1
1499,1,0,1,0.5,0
1500,0.5,1,1,1,1
1501,0.5,0.5,0,1,1
1502,0.5,0,1,0,0.5
1503,0.5,1,0.5,1,1
1504,0.5,0,0.5,0.5,0.5
1505,0.5,0.5,0,1,0.5
1506,0.5,0,1,1,0.5
1507,1,0,1,1,0.5
1508,0,0.5,0,0,0
1509,0.5,0,1,1,1
1510,1,0,1,1,0.5
1511,1,0.5,0.5,1,1
1512,1,0,0,1,0.5
1513,0.5,0,0.5,1,0.5
1514,1,0.5,0.5,0,1
1515,1,0.5,1,0,0
1516,1,0.5,0,0.5,0.5
1517,1,0.5,1,0.5,0
1518,1,0.5,0,1,0.5
1519,1,0.5,0,1,0.5
1520,0,0.5,0,1,1
1521,0.5,0.5,1,0.5,0.5
1522,0,0.5,1,1,1
1523,0,0.5,1,1,1
1524,0,0.5,0,1,0.5
1525,1,0.5,0.5,1,1
1526,1,1,0,0,1
1527,0.5,0,0,1,0.5
1528,1,0,0,0.5,0.5
1529,1,0.5,0.5,1,0.5
1530,0,0.5,0.5,0.5,0.5
1531,1,0.5,1,1,0.5
1532,1,0.5,0.5,1,1
1533,1,0,0,1,1
1534,0,0.5,0,1,0
1535,0.5,0.5,0.5,0.5,0
1536,0.5,0.5,0,1,1
1537,1,0,0,1,1
1538,0.5,0,0,0,1
1539,0.5,0.5,0,1,1
1540,0.5,0,0.5,1,1
1541,0.5,0.5,1,1,1
1542,0.5,0,0,1,1
1543,0.5,0.5,0.5,1,1
1544,0.5,0.5,0,0.5,1
1545,0.5,0.5,0,1,1
1546,0.5,0.5,0,1,1
1547,0,0.5,0,1,1
1548,0.5,0,0,0,1
1549,0.5,0.5,0,1,1
1550,1,0.5,0,1,1
1551,1,1,1,1,1
1552,1,0.5,1,0.5,1
1553,1,1,1,0.5,1
1554,1,0.5,0,0.5,0.5
1555,0,0.5,0.5,1,1
1556,1,0.5,1,0,0.5
1557,0,0.5,1,0.5,0.5
1558,1,1,1,0.5,0.5
1559,0.5,0.5,1,1,1
1560,0,0.5,0,1,1
1561,1,0.5,0,0,1
1562,0.5,0.5,0,0,1
1563,0.5,0.5,0,1,1
1564,0.5,0.5,0.5,1,1
1565,1,0.5,0.5,1,1
1566,0,1,1,0.5,1
1567,1,0.5,0.5,1,1
1568,1,0.5,0.5,0.5,1
1569,1,0.5,0.5,1,1
1570,1,0.5,0.5,1,1
1571,1,0.5,0,1,1
1572,1,0.5,0.5,1,1
1573,1,0.5,0.5,1,1
1574,0.5,0,1,0,1
1575,1,0,0,1,1
1576,0.5,0,0,1,0
1577,0.5,0.5,0.5,1,0
1578,0.5,0.5,1,1,1
1579,0.5,0,0.5,1,1
1580,1,0.5,0,1,0.5
1581,1,0.5,0,1,1
1582,0.5,0,0,1,0
1583,0,0.5,0.5,1,0
1584,1,0.5,1,1,0.5
1585,0.5,0.5,1,1,1
1586,1,0.5,0,1,1
1587,0,0.5,0.5,0,1
1588,0,0,0,1,1
1589,1,0,1,1,1
1590,0.5,0,0,1,0
1591,0.5,0,0,1,0
1592,1,0.5,0,0,0
1593,0,1,0,1,1
1594,0.5,0,0,0.5,0
1595,0,0.5,0,0,1
1596,1,0.5,0,1,1
1597,0,0,0,1,1
1598,0.5,0,1,0.5,0.5
1599,1,0,1,0,0.5
1600,1,0,0.5,0.5,1
1601,0,0,0,0.5,0.5
1602,0,0,1,1,0.5
1603,0.5,1,0.5,1,1
1604,1,0.5,0,1,1
1605,0.5,0,1,1,0.5
1606,0,0.5,0,0,0.5
1607,1,0.5,0,1,1
1608,0.5,1,0.5,1,0
1609,0,0.5,0,1,1
1610,0.5,0.5,0,0.5,0
1611,0.5,0.5,0,0.5,0.5
1612,1,0.5,0,0.5,0.5
1613,1,0.5,0,0.5,1
1614,0,0.5,1,0,0
1615,1,0.5,0,0.5,0.5
1616,0.5,0.5,0,1,1
1617,0.5,0.5,0,0.5,0.5
1618,1,0.5,0,0.5,1
1619,1,0.5,0,0.5,1
1620,1,0.5,0,1,1
1621,1,0.5,0,0.5,0.5
1622,1,0.5,0.5,0.5,0
1623,1,0.5,1,0,1
1624,1,0.5,0,1,1
1625,1,0.5,0.5,0,1
1626,1,0,0.5,0,1
1627,0.5,0,0,1,0
1628,1,0,1,1,1
1629,1,0.5,0.5,0.5,0.5
1630,1,0,0,0.5,1
1631,0.5,0,1,0,1
1632,0,0,0.5,0,0.5
1633,0,0,0.5,0.5,0.5
1634,1,0,0,0.5,0
1635,0.5,0,0.5,1,0.5
1636,1,0,0,1,1
1637,0.5,0.5,0,0.5,0
1638,1,0.5,0.5,0.5,1
1639,1,0,0.5,0,0.5
1640,1,0,1,1,0.5
1641,0,0.5,1,1,0.5
1642,1,0,0.5,1,0.5
1643,0.5,0,1,0.5,0.5
1644,0,0,1,1,0.5
1645,1,0.5,0,0.5,0.5
1646,0.5,0,0.5,0,1
1647,0.5,0,0,0.5,0.5
1648,1,0.5,0.5,1,1
1649,0.5,0.5,1,1,0
1650,0.5,0.5,0,0,0.5
1651,1,1,0.5,0,1
1652,0.5,0.5,0,0,1
1653,0.5,0.5,0,0.5,0
1654,1,0.5,0,0,1
1655,1,0.5,1,1,0
1656,1,0.5,1,1,1
1657,1,0.5,0.5,0.5,0.5
1658,1,0.5,0.5,0,0.5
1659,1,1,1,1,0.5
1660,1,0.5,0.5,0.5,0
1661,1,0.5,0,0.5,0
1662,1,0.5,1,0.5,0.5
1663,1,0.5,0.5,0.5,1
1664,1,0.5,0.5,1,0.5
1665,0.5,0.5,0,0,0
1666,0,0.5,1,1,0.5
1667,0.5,0.5,0,0.5,1
1668,0.5,1,0,0.5,1
1669,0.5,1,0,0.5,0
1670,0.5,0.5,1,0.5,1
1671,0.5,1,1,0,0
1672,0.5,1,1,0.5,0
1673,0.5,0.5,0,0,0
1674,0.5,1,0,0,0
1675,0.5,1,0,0.5,1
1676,1,1,0,0,1
1677,1,1,0.5,0,1
1678,1,0.5,0.5,0,1
1679,1,0.5,1,1,0.5
1680,1,0.5,1,0.5,0.5
1681,0.5,0.5,0,0,0
1682,1,0.5,0,0,0.5
1683,1,0.5,1,1,0.5
1684,0.5,0.5,0.5,1,1
1685,0,0.5,0,0.5,0
1686,1,0.5,0,1,0
1687,0,0.5,1,0,0.5
1688,1,0.5,1,0,0.5
1689,1,0.5,0.5,1,0.5
1690,1,0,1,1,1
1691,0.5,0.5,0,0.5,1
1692,1,0.5,0.5,0,1
1693,0,0.5,0,0,1
1694,1,1,1,1,1
1695,0,0.5,1,1,0
1696,0,0.5,0.5,1,0.5
1697,0.5,0.5,0,1,0.5
1698,1,0.5,0,0,1
1699,1,0.5,0,1,0
1700,0,0.5,0,0.5,1
1701,0,0.5,0,1,0.5
1702,0.5,0.5,0,1,0.5
1703,0,0.5,0.5,1,0.5
1704,0.5,0.5,1,1,0.5
1705,1,0.5,0,1,1
1706,0.5,1,1,0,0
1707,0,0.5,1,1,1
1708,1,1,1,0.5,1
1709,1,0.5,0,1,0.5
1710,1,0.5,1,1,1
1711,0.5,0.5,1,1,0.5
1712,1,0.5,0,1,0.5
1713,1,0.5,0.5,1,0
1714,0.5,0.5,0,0,1
1715,1,0.5,0.5,1,1
1716,0.5,0,0.5,1,1
1717,1,0,0.5,1,1
1718,1,0,1,1,1
1719,1,0,1,1,1
1720,0.5,0,1,1,1
1721,1,0,0.5,1,1
1722,1,0,1,1,1
1723,1,0,0.5,1,1
1724,1,0,0.5,1,1
1725,1,0,0.5,1,1
1726,1,0.5,0.5,0,1
1727,1,0.5,0.5,0,1
1728,1,0,0,1,1
1729,0.5,0.5,1,1,0
1730,1,0.5,1,1,0.5
1731,0.5,0.5,1,0,0
1732,1,0.5,0,0.5,1
1733,1,0.5,1,1,0
1734,1,0.5,1,0,1
1735,1,0.5,0.5,1,0
1736,0.5,0.5,0.5,1,0.5
1737,1,0.5,0,0,0.5
1738,1,0.5,1,0,1
1739,1,0.5,0,0.5,1
1740,0.5,0.5,0,0,1
1741,1,0,0.5,0,0
1742,1,0.5,0,1,1
1743,1,0.5,0,0,0.5
1744,1,0.5,0,1,1
1745,1,0.5,1,0.5,0.5
1746,1,0.5,1,0,1
1747,1,0,0.5,0,0
1748,1,0.5,1,0.5,0.5
1749,0.5,0.5,1,1,1
1750,1,0.5,1,1,0.5
1751,1,0.5,1,0.5,0.5
1752,1,0.5,0,0.5,0
1753,1,0.5,1,0,0
1754,0.5,0.5,1,0,0.5
1755,0.5,0.5,0.5,0,0
1756,1,0,0,1,0
1757,0.5,0.5,0.5,0,0
1758,1,0.5,0,1,0
1759,1,0.5,1,0.5,1
1760,1,0.5,0,0,0.5
1761,0,0.5,0,0,0.5
1762,0.5,0.5,0,0,1
1763,1,0.5,0,0,0.5
1764,1,0.5,0.5,0,1
1765,1,1,0,0,0.5
1766,1,0.5,0,0,0.5
1767,1,0.5,0,0.5,0.5
1768,1,0.5,0,0.5,0.5
1769,0.5,0.5,0,1,0.5
1770,1,0.5,0,1,1
1771,0,0.5,0,1,0.5
1772,0.5,0.5,0,0.5,1
1773,1,0.5,0.5,0.5,0.5
1774,1,0.5,1,1,0.5
1775,0.5,0.5,1,0,1
1776,1,0,0.5,0,0
1777,0.5,0.5,0,1,0
1778,1,0.5,1,0,0.5
1779,0,0.5,0,0,0.5
1780,0,0.5,0.5,0,0
1781,0.5,0.5,0.5,0,0.5
