area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p3a,s101p3b,s101p4a,s101p4b,s101p4b1,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
urbana,10150,0,1,0,0,0,0,5,5,13,0,12,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,2,0,1,0,0,1,1,1,1,1,5,1,1,5
urbana,10150,0,1,1,1,1,1,2,2,8,0,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,2,4,1,5,2
urbana,10150,0,0,0,0,1,1,8,8,11,0,11,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1,1,1,1,1,2,2,2,2,2,2,4,1,2
urbana,10150,0,0,0,1,1,0,6,6,13,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
urbana,10150,0,0,0,0,1,1,5,5,16,5,6,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1
urbana,10150,0,0,0,0,0,0,25,21,20,0,14,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,1,1,1,1,4,4,1,1,5,1,1,5
urbana,10150,0,0,0,0,0,0,6,6,14,6,2,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,1,1,1,1,1,2,1,1,1,2,1,5,1
urbana,10150,1,0,0,1,1,1,16,16,6,0,6,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,0,1,1,2,1,2,3,3,1,4,1,5
urbana,10150,1,1,1,1,1,1,6,6,16,8,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,2,1,1,3,3,3,3,3,3
urbana,10150,0,0,1,1,1,1,3,0,5,0,5,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,4,1,1,1,1,1,4,3,4,2,1,1,3,1
urbana,10150,1,0,0,0,0,1,4,4,12,0,12,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
urbana,10150,0,0,0,1,1,0,4,4,8,0,8,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,4,1,1,1,1,3,1,1,1,1,2,3,5,1
urbana,10150,0,0,0,0,0,0,2,2,6,0,6,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,5
urbana,10150,0,0,0,0,0,0,7,0,15,0,15,1,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,4,1,1,1,1,1,1,1,3,2,1,4,1,1
urbana,10150,0,0,0,0,0,0,6,0,24,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5,1,1,1,1,1,1,1,1,1,1,1,1,1
urbana,10150,1,1,0,1,1,1,6,6,8,0,8,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2,1,1,1,1,1,4,1,1,1,1,1,1,1
urbana,10150,0,0,0,0,1,1,4,2,24,12,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0,0,1,1,1,1,1,1,1,1,1,1,1
urbana,10150,0,0,0,0,1,0,2,0,13,3,7,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2,1,1,1,1,1,1,1,1,1,2,1,1,1
urbana,10150,0,0,1,1,0,0,2,2,6,0,6,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,1,0,1,1,1,1,1,1,1,1,1,1
