,area,ciudad,s101p11,s101p12a,s101p12b,s101p12c,s101p12d,s101p12e,s101p2a,s101p2b,s101p2c,s101p2d,s101p2e,s101p2f,s101p3,s101p3a,s101p3b,s101p4,s101p4a,s101p4b,s101p4b1,s101p5a,s101p5b,s101p5d,s101p5e,s101p5f,s101p5g,s101p51a,s101p52a,s101p51b,s101p52b,s101p51c,s101p52c,s101p51d,s101p52d,s101p51e,s101p52e,s101p51f,s101p52f,s101p51g,s101p52g,s101p51h,s101p52h,s101p51i,s101p52i,s101p51j,s101p52j,s101p51k,s101p52k,s101p61,s101p62,s101p63,s101p64,s101p65,s101p66,s101p67,s101p68,s101p71,s101p72,s101p73,s101p74,s101p75,s101p76,s101p77,s101p8,s101p9a,s101p9b,s101p9c,s101p9d,s101p121,s101p122,s101p123,s101p124,s101p125,s101p126,s101p13,s101p141,s101p142,s101p143,s101p144,s101p171,s101p172,s101p173,s101p174,s101p175,s101p176,s101p181,s101p182,s101p183
1713,rural,60150,0,1,1,1,1,1,2,6,6,6,6,6,1,4,4,1,5,0,5,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,5,1,1,1
1714,rural,60150,0,0,0,1,0,1,2,5,5,1,5,1,1,4,4,1,5,0,5,3,7,2,6,7,1,7,0,7,0,7,0,2,10,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,2,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1715,rural,60152,0,1,1,1,0,1,2,6,6,1,4,1,1,2,2,1,4,1,3,6,1,2,7,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,2,7,7,2,1,1,0,1,1,1,3,1,1,1,1,1,5,1,1,3,1,1,1,1
1716,rural,60152,0,0,0,1,1,1,2,7,7,1,1,1,2,0,0,1,5,0,5,1,1,2,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,0.0,1.0,1.0,1,1,7,7,7,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,3,3,3
1717,rural,60152,0,1,1,1,1,1,2,7,7,1,1,1,2,0,0,1,3,0,3,1,1,2,6,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,7,7,7,1,1,1,1,1,1,2,1,1,1,1,1,5,5,4,4,1,3,3,3
1718,rural,60152,1,1,1,1,1,1,2,7,1,1,1,1,2,0,0,1,3,0,3,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,7,1,7,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,5,1,1
1719,rural,60152,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,5,0,5,6,1,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.5,0.5,1.0,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,1,5,3,5
1720,rural,60152,0,1,1,1,1,1,2,1,1,1,1,1,2,0,0,1,2,0,2,1,6,1,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1,7,7,7,2,1,1,1,1,1,1,3,1,1,1,1,1,3,3,2,2,4,3,3,3
1721,rural,60152,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,5,0,5,1,1,2,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,7,7,7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,1,2,1,4,5
1722,rural,60152,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,3,0,3,1,1,1,1,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,7,7,7,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,4,4
1723,rural,60152,0,1,1,1,1,1,2,7,7,1,7,1,2,0,0,1,2,0,2,1,1,2,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,3,3,3,3,5,3,3
1724,rural,60152,0,1,1,1,1,1,2,7,7,1,1,1,2,0,0,1,3,0,3,1,1,2,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,7,7,7,1,1,1,1,1,1,2,1,1,1,1,3,3,3,3,3,3,5,3,3
1725,rural,60152,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,2,1,1,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,1,7,7,1,1,1,0,1,1,1,2,1,1,1,1,4,2,5,2,2,5,5,1,5
1726,rural,60156,0,1,1,1,1,1,2,6,6,6,6,1,1,4,4,1,7,0,0,6,6,2,6,6,1,7,0,7,0,2,5,7,0,7,0,7,0,7,0,2,8,7,0,3,1,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,6,1,1,2,1,1,0,1,0,1,3,1,1,1,1,1,2,1,1,2,1,5,1,1
1727,rural,60156,0,1,1,1,1,1,2,6,6,6,6,1,1,4,4,1,2,1,1,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,1.0,3,6,1,2,2,1,1,0,1,1,1,2,1,0,1,1,3,1,1,3,1,2,1,2,1
1728,rural,60156,0,1,1,1,1,1,2,1,7,1,1,1,2,0,0,1,2,1,1,1,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1,6,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,3,4,2,2
1729,rural,60156,0,0,0,1,1,1,2,6,6,6,6,1,1,6,6,1,5,0,4,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,1,1,1,1,0,0,0,1,0,3,1,1,1,1,1,1,1,1,1,2,2,1,4
1730,rural,60156,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,8,0,8,1,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,4,2,2,2,4,4,2,1
1731,rural,60156,0,1,0,1,1,1,2,7,4,6,6,1,1,6,6,1,8,0,0,6,6,2,6,7,1,7,0,7,0,5,6,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,2,1,1,1,0,0,1,0,1,4,1,0,1,1,1,1,1,1,1,1,1,1,1
1732,rural,60156,0,1,1,1,1,1,2,6,6,1,2,1,1,4,4,1,3,3,0,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,3,3,3,3,2,1,1,1
1733,rural,60156,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,8,8,0,6,6,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,5,5,2,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1
1734,rural,60156,0,1,1,0,1,1,2,6,6,5,6,1,1,4,4,1,5,0,5,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,6,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,2,5,2,2
1735,rural,60156,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,5,0,5,1,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,2,2,1,1,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,2,3,3,3
1736,rural,60156,0,1,0,1,1,1,2,7,4,6,6,1,1,2,2,1,3,0,3,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,0.0,1.0,1.0,3,1,2,2,1,1,0,0,1,1,0,3,1,0,1,1,2,1,1,1,1,1,5,5,1
1737,rural,60156,0,1,1,1,1,1,2,6,6,6,6,1,1,6,6,1,4,0,4,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1,1,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,4,3,3,3
1738,rural,60158,0,1,1,1,1,1,2,6,6,1,1,1,1,2,0,1,6,0,6,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1
1739,rural,60158,0,1,1,1,0,1,2,7,7,1,4,1,2,0,0,1,5,0,5,1,7,2,7,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,3,5,5,1
1740,rural,60158,0,0,0,0,1,1,2,3,3,3,1,1,1,6,6,1,5,0,5,7,7,2,7,7,1,5,3,5,2,4,10,7,0,7,0,7,0,7,0,5,5,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,1,1,1,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1741,rural,60158,0,1,1,1,1,1,2,7,7,1,1,1,2,0,0,2,0,0,0,1,7,2,1,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3,3,1,1,1,1,0,1,0,0,1,4,1,1,1,1,1,1,1,1,1,1,5,5,1
1742,rural,60158,0,1,1,1,1,1,2,7,7,1,1,1,1,4,4,1,4,4,0,1,7,2,7,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,3,3,3,2,2,1,5,5,1
1743,rural,60158,1,1,1,1,1,1,7,7,7,7,7,1,1,2,0,1,7,0,7,7,7,7,7,7,1,7,0,7,0,2,5,7,0,7,0,7,0,7,0,2,3,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,2,2,1,1,0,1,1,1,0,3,1,1,1,1,1,1,1,1,1,3,3,1,1
1744,rural,60158,0,1,1,1,1,1,2,6,7,7,1,1,1,4,4,1,6,1,5,6,1,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,5,4,3,3
1745,rural,60158,0,1,1,1,1,1,2,7,7,7,1,7,1,4,4,1,3,0,3,7,7,2,7,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1
1746,rural,60158,0,1,1,1,1,1,2,7,7,1,1,1,1,4,4,1,3,0,3,7,7,2,7,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,5,5,1
1747,rural,60158,0,1,1,1,1,1,2,7,7,1,1,1,2,0,0,2,0,0,0,1,7,2,1,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,3,1,1,1,1,1,0,0,1,0,1,2,1,1,1,1,2,1,1,1,3,3,5,1,1
1748,rural,60158,0,1,1,1,1,1,2,7,7,1,1,1,1,1,1,1,8,0,0,6,7,2,5,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,0.0,1.0,1.0,1,1,1,1,1,1,0,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1749,rural,60158,0,0,0,1,1,1,2,4,4,6,1,1,1,2,2,1,3,0,3,6,6,2,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,3,1,3,1,3
1750,rural,60160,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,2,0,2,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,7,7,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,3,2,3,1
1751,rural,60160,0,1,1,1,0,1,2,6,6,6,6,1,1,2,2,1,5,1,0,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,6,2,2,1,0,1,1,1,1,0,4,1,1,1,1,1,1,1,1,1,1,1,1,5
1752,rural,60160,0,1,1,1,1,1,2,6,6,6,6,1,1,4,4,1,4,0,4,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,6,2,2,2,1,1,0,0,0,0,3,1,1,1,1,1,2,2,2,2,1,1,1,1
1753,rural,60160,0,1,1,1,1,1,2,6,6,6,6,1,1,2,2,1,4,0,0,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1,6,1,1,1,0,1,0,1,0,0,2,1,0,1,1,1,1,1,2,2,4,4,3,2
1754,rural,60160,0,0,0,1,0,1,2,4,4,6,4,1,1,4,4,1,3,0,3,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6,1,2,1,1,1,0,1,1,0,3,1,0,1,1,1,1,1,1,1,2,1,1,4
1755,rural,60160,1,0,0,1,1,1,6,3,3,6,6,1,1,4,4,1,9,5,4,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,2,2,1,1,0,0,1,0,0,2,0,0,0,0,1,1,1,1,1,1,4,1,1
1756,rural,60160,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,3,3,0,1,6,2,1,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,1,1,1,1,1,0,0,0,0,0,2,1,1,1,1,2,1,1,1,1,1,2,2,2
1757,rural,60160,0,0,0,1,0,1,2,4,4,6,4,1,1,6,6,1,6,0,6,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,2,2,7,0,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,6,1,1,1,0,1,0,1,0,1,2,1,0,1,1,2,2,1,2,2,2,1,1,2
1758,rural,60160,1,1,1,1,1,1,6,6,6,6,6,1,1,2,2,1,7,0,7,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,1,1,1,1,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,4,1,1
1759,rural,60160,0,1,1,1,1,1,2,6,6,6,6,6,1,4,4,1,5,0,5,6,6,6,6,6,1,2,2,5,1,5,2,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,6,2,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,5
1760,rural,60160,0,1,1,1,1,1,2,6,6,6,6,6,1,2,2,1,8,0,0,6,6,6,6,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,12,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,1,1,1,1,1,0,1,0,1,0,3,0,1,0,1,1,1,1,1,1,4,1,1,1
1761,rural,60161,0,0,0,0,0,1,2,6,6,6,3,1,1,4,4,1,4,0,4,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3,6,5,5,4,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,5
1762,rural,60161,0,0,0,0,1,1,2,3,3,5,1,1,1,6,6,1,7,0,7,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,2,5,7,0,7,0,7,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1,6,2,2,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2
1763,rural,60161,1,1,1,0,0,1,6,7,7,3,3,1,1,4,4,1,6,0,6,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1764,rural,60161,1,1,1,1,0,1,6,6,6,6,3,1,1,6,6,1,8,0,8,7,6,6,7,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2
1765,rural,60161,0,1,1,1,0,1,2,7,7,1,5,1,1,6,6,1,6,6,0,1,6,6,5,6,7,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,2
1766,rural,60161,0,1,1,1,0,1,2,7,7,6,3,1,1,4,4,1,10,0,10,6,6,6,6,6,1,7,0,7,0,7,0,5,2,7,0,7,0,7,0,7,0,7,0,7,0,5,3,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3,1,5,5,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,4,1,2
1767,rural,60161,0,1,1,1,1,1,2,7,7,6,1,1,1,4,2,1,12,0,12,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3,1,1,1,1,1,1,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,2
1768,rural,60161,1,1,1,1,1,1,6,6,6,6,6,1,1,2,2,1,6,6,0,6,6,6,1,7,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,5,10,7,0,7,0,7,0,0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,3,1,5,5,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,3,2,1
1769,rural,60161,0,0,0,1,1,1,2,5,3,6,6,1,1,2,2,1,7,0,7,6,6,6,6,6,1,7,0,7,0,5,8,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1,1,2,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,2
1770,rural,60161,0,1,1,1,1,1,2,6,6,6,6,1,2,0,0,1,2,0,2,1,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,1,2,2,4,0,1,1,1,0,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
1771,rural,60161,0,0,0,0,0,1,2,3,3,3,3,1,1,4,4,1,2,0,2,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,0.0,1.0,1.0,3,6,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,3,1,1,1,1,4,1,2
1772,rural,60161,0,1,0,1,1,1,2,6,3,1,1,1,1,4,4,1,3,0,3,7,6,6,5,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,1.0,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
1773,rural,60161,0,1,1,1,1,1,2,6,6,1,1,1,1,2,2,1,4,0,4,6,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1,6,1,2,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,2,1,1,2,2,3
1774,rural,60161,1,1,1,1,1,1,6,6,6,1,1,1,2,0,0,1,4,0,4,1,6,6,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3,6,1,1,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,2,2,2,4,1,2
1775,rural,60161,0,0,1,1,1,1,2,5,6,6,6,6,1,10,8,1,10,0,10,6,6,2,6,6,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6,2,2,1,1,1,0,0,1,1,3,1,1,1,1,1,3,1,4,1,5,5,3,1
1776,rural,60161,1,1,1,1,1,1,6,6,6,1,6,1,1,4,4,1,6,0,6,6,1,6,6,1,1,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1,6,2,2,2,1,1,0,0,0,0,2,1,1,1,1,1,2,1,2,1,2,3,2,2
